Rk,Player,Nation,Pos,Squad,Comp,Born,MP,Starts,Min,90s,Gls,Ast,G+A,PK,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Ast,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Cmp_P,Att_P,SCA,SCA90,GCA,Err,Tkl,TklW,Blocks,Int,Tkl+Int,Clr
117,Elliot Anderson,eng ENG,MF,Nott'ham Forest,eng Premier League,2002,26,22,1802,20,1,5,6,0,6,0,1.3,1.3,2.9,4.2,32,96,64,0.25,1181,68,284,539,382,696,888,67,3.35,9,2,66,44,36,20,86,48
118,André,br BRA,MF,Wolves,eng Premier League,2001,22,20,1568,17.4,0,0,0,0,3,0,0.1,0.1,0.6,0.7,6,61,8,0,954,72,278,595,87,713,773,32,1.84,2,1,52,36,30,21,73,25
119,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,1990,21,21,1882,20.9,0,1,1,0,10,0,1.2,1.2,1.1,2.4,18,150,47,0.05,1578,52,283,1012,291,1099,1333,34,1.63,7,0,57,26,32,34,91,40
120,Marcos André,br BRA,FW,Valladolid,es La Liga,1996,18,13,1092,12.1,1,2,3,0,5,0,2.2,2.2,0.8,3,10,14,37,0.16,340,12,40,192,116,127,195,17,1.4,1,0,6,5,14,3,9,9
121,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,1994,17,15,1240,13.8,2,1,3,0,6,0,1.2,1.2,0.2,1.4,7,54,14,0.07,847,31,155,518,178,666,746,30,2.18,3,0,19,10,12,21,40,16
122,Angeliño,es ESP,DF,Roma,it Serie A,1997,27,26,2251,25,2,1,3,0,1,0,0.5,0.5,2.2,2.8,44,134,114,0.04,1710,69,494,807,422,1187,1495,62,2.48,6,0,35,16,26,23,58,63
123,Lorenzo Anghelè,it ITA,FW,Juventus,it Serie A,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,5,1,4,4,0,0,0,0,0,0,0,0,0,0
124,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,2001,17,13,983,10.9,0,3,3,0,2,0,0.8,0.8,1.6,2.4,27,50,30,0.27,540,23,120,309,124,309,382,30,2.75,5,0,26,12,14,11,37,19
125,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,1996,16,13,1139,12.7,0,2,2,0,3,0,0.8,0.8,0.6,1.3,23,83,10,0.16,1427,105,495,844,92,1164,1264,31,2.45,4,1,21,16,25,12,33,50
126,Leandro Antonetti,pr PUR,FW,Sevilla,es La Liga,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
127,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,1990,14,11,836,9.3,1,1,2,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,296,3,26,124,151,114,188,22,2.37,4,0,2,2,6,0,2,2
128,Antoniu,es ESP,"MF,FW",Espanyol,es La Liga,2002,14,6,484,5.4,0,1,1,0,3,0,0.6,0.6,1,1.6,17,11,34,0.19,182,2,29,72,89,76,115,16,2.97,1,1,10,4,8,3,13,4
129,Antony,br BRA,"DF,MF",Manchester Utd,eng Premier League,2000,8,0,141,1.6,0,0,0,0,0,0,1,1,0.1,1.1,5,6,7,0,101,2,22,26,54,56,69,8,5.11,0,0,6,3,2,2,8,0
130,Antony,br BRA,FW,Betis,es La Liga,2000,5,5,411,4.6,2,2,4,0,1,1,0.7,0.7,1.3,1.9,15,21,38,0.44,288,3,38,111,142,171,212,25,5.47,5,1,12,5,7,5,17,6
131,Anuar,ma MAR,"FW,MF",Valladolid,es La Liga,1995,16,14,1192,13.2,2,0,2,0,5,0,1.4,1.4,0.5,1.9,16,19,41,0,453,17,124,197,134,254,319,19,1.43,4,1,20,13,19,12,32,11
132,Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,1992,21,16,1587,17.6,0,1,1,0,1,0,0.1,0.1,2,2.1,38,67,75,0.06,1092,73,388,450,260,655,869,28,1.59,3,1,50,34,24,18,68,69
133,Aritz Arambarri,es ESP,DF,Leganés,es La Liga,1998,2,2,177,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,86,12,59,26,1,49,67,1,0.51,0,0,1,1,2,3,4,8
134,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,1995,24,20,1717,19.1,6,0,6,3,8,0,5,2.6,0.3,2.9,9,49,24,0,741,29,125,453,171,383,529,33,1.73,2,0,30,14,18,8,38,32
135,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,2002,23,21,1768,19.6,0,1,1,0,7,0,0.4,0.4,0.9,1.2,20,75,33,0.05,1343,74,439,670,247,832,1068,23,1.17,2,0,77,57,26,25,102,74
136,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,2001,8,5,355,3.9,0,0,0,0,1,0,0,0,0,0,2,14,11,0,200,15,68,103,32,131,166,2,0.51,0,0,7,3,3,4,11,13
137,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,1999,4,4,231,2.6,1,1,2,0,1,0,0.4,0.4,0.3,0.7,2,17,2,0.39,276,5,68,191,17,239,258,5,1.95,1,0,4,3,0,2,6,6
138,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,2001,24,11,1132,12.6,2,0,2,0,0,0,4.8,4,0.3,4.3,15,12,51,0,299,11,48,134,120,152,189,13,1.04,0,0,10,6,5,2,12,6
139,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,1996,20,18,1479,16.4,0,1,1,0,2,0,0,0,1.2,1.2,28,47,53,0.06,896,59,307,407,190,573,731,26,1.58,1,2,36,22,16,24,60,59
140,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,1993,16,15,1360,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,522,637,5,0,434,611,1,0.07,0,1,2,2,0,0,2,8
141,Adu Ares,es ESP,FW,Athletic Club,es La Liga,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,1,3,2,0,11,0,2,3,6,5,9,1,4.74,0,0,0,0,0,0,0,0
142,Jesús Areso,es ESP,DF,Osasuna,es La Liga,1999,24,23,2031,22.6,0,2,2,0,5,0,0.1,0.1,1.8,1.9,70,78,140,0.09,1291,74,295,535,474,765,1069,45,1.99,6,0,35,25,20,7,42,62
143,David Argüelles,es ESP,MF,Getafe,es La Liga,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,2,2,3,3,5,0,0,0,0,0,0,2,0,0,0
144,Joe Aribo,ng NGA,"MF,DF",Southampton,eng Premier League,1996,26,18,1729,19.2,3,0,3,0,1,0,2.6,2.6,1.5,4,31,63,57,0,1078,46,269,562,257,777,881,32,1.67,1,3,42,28,23,18,60,28
145,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,1997,20,15,1248,13.9,2,2,4,0,4,0,3.3,2.3,1.2,3.5,25,21,79,0.14,377,11,44,143,192,231,288,19,1.37,4,0,12,3,6,3,15,8
146,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,2007,3,0,48,0.5,0,0,0,0,1,0,0.4,0.4,0.1,0.4,1,1,0,0,20,0,3,12,7,7,15,1,1.87,0,0,0,0,0,0,0,1
147,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,1995,8,0,54,0.6,0,0,0,0,0,0,0.2,0.2,0.1,0.3,4,3,11,0,60,2,6,25,31,26,41,4,6.67,0,0,3,3,0,1,4,1
148,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,fr Ligue 1,2003,16,12,1062,11.8,4,2,6,0,2,0,2.6,2.6,1.2,3.8,30,62,85,0.17,707,11,70,324,317,473,592,39,3.31,5,0,20,8,6,6,26,4
149,Marko Arnautović,at AUT,FW,Inter,it Serie A,1989,9,0,170,1.9,1,1,2,0,1,0,1.4,1.4,0.4,1.8,1,5,27,0.53,74,1,5,21,48,37,57,7,3.71,1,0,6,5,0,1,7,1
150,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,1994,20,20,1746,19.4,2,4,6,0,7,0,0.7,0.7,2,2.7,6,92,9,0.21,1122,65,249,668,218,753,966,57,2.94,9,1,25,15,17,13,38,54
151,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,de Bundesliga,2000,18,3,615,6.8,2,0,2,1,5,1,2.9,1.4,0.9,2.3,12,18,50,0,242,8,38,94,116,83,140,30,4.39,3,0,11,8,5,2,13,7
152,Sergio Arribas,es ESP,DF,Betis,es La Liga,2003,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,71,5,24,43,4,37,54,0,0,0,0,7,4,2,3,10,4
153,Kepa Arrizabalaga,es ESP,GK,Bournemouth,eng Premier League,1994,20,20,1800,20,0,0,0,0,3,0,0.1,0.1,0,0.1,0,0,0,0,694,525,678,15,1,462,647,4,0.2,0,3,1,0,1,0,1,9
154,Arthur,br BRA,"DF,FW",Leverkusen,de Bundesliga,2003,11,5,431,4.8,0,1,1,0,0,0,0,0,0.4,0.4,8,13,34,0.21,285,11,58,126,103,164,213,3,0.63,1,0,11,8,5,8,19,16
155,Takuma Asano,jp JPN,"FW,MF",Mallorca,es La Liga,1994,15,8,687,7.6,1,0,1,0,0,0,1.5,1.5,0.1,1.6,22,11,46,0,224,4,37,93,99,83,135,13,1.7,1,0,9,6,6,5,14,6
156,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,2003,13,8,859,9.5,0,1,1,0,0,0,0,0,0.4,0.5,3,11,4,0.1,645,90,371,259,20,524,564,5,0.52,1,1,13,8,2,5,18,48
157,Marco Asensio,es ESP,"MF,FW",Aston Villa,eng Premier League,1996,4,2,207,2.3,2,0,2,0,0,0,1.4,1.4,0.2,1.6,10,16,7,0,111,1,9,52,53,71,90,7,3.04,0,0,2,1,1,1,3,1
158,Marco Asensio,es ESP,"FW,MF",Paris S-G,fr Ligue 1,1996,12,8,618,6.9,2,4,6,0,0,0,5.6,5.6,2.7,8.3,19,36,49,0.58,377,2,20,180,182,291,335,37,5.39,7,0,4,3,1,0,4,1
159,Kristjan Asllani,al ALB,MF,Inter,it Serie A,2002,15,6,603,6.7,0,2,2,0,3,0,0.8,0.8,1.6,2.4,7,43,17,0.3,687,17,155,424,110,558,626,25,3.73,2,1,9,1,6,5,14,9
160,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,1987,19,13,1268,14.1,8,3,11,4,4,1,7.3,3.4,2.8,6.2,40,96,94,0.21,748,4,62,380,318,463,622,47,3.34,8,0,11,7,14,6,17,4
161,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,2003,17,9,873,9.7,2,0,2,0,2,0,1.3,1.3,1.3,2.6,43,60,96,0,562,5,40,223,305,335,451,42,4.33,6,1,14,8,6,3,17,4
162,Lorenz Assignon,tg TOG,"DF,MF",Rennes,fr Ligue 1,2000,22,18,1551,17.2,2,4,6,0,6,0,0.7,0.7,3,3.7,69,76,136,0.23,1107,44,247,476,391,692,885,48,2.79,9,0,27,15,14,18,45,51
163,Dehmaine Assoumani,fr FRA,"MF,FW",Nantes,fr Ligue 1,2005,9,0,81,0.9,0,0,0,0,0,0,0.1,0.1,0.9,1,4,1,14,0,67,2,11,34,23,36,45,6,6.67,0,0,6,3,1,1,7,3
164,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,2005,24,23,1958,21.8,0,0,0,0,6,0,0.8,0.8,0.4,1.3,31,72,22,0,1027,81,332,536,171,676,778,34,1.56,1,0,47,35,22,29,76,36
165,Arthur Atta,fr FRA,"MF,FW",Udinese,it Serie A,2003,17,3,491,5.5,0,1,1,0,2,0,0.6,0.6,0.6,1.3,10,23,34,0.18,323,5,41,176,114,199,252,23,4.21,1,1,12,6,4,1,13,5
166,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,2002,21,21,1890,21,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1025,793,1019,7,0,733,974,5,0.24,0,3,0,0,0,0,0,12
167,Emil Audero,it ITA,GK,Como,it Serie A,1997,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,219,268,1,0,209,253,0,0,0,1,0,0,0,0,0,4
168,Tommaso Augello,it ITA,"DF,FW",Cagliari,it Serie A,1994,27,21,1847,20.5,0,4,4,0,2,0,0.2,0.2,3.7,3.9,46,81,87,0.19,1300,70,444,464,410,798,1123,54,2.63,5,0,34,17,15,15,49,69
169,Carlos Augusto,br BRA,"DF,FW",Inter,it Serie A,1999,18,7,903,10,2,1,3,0,0,0,1.1,1.1,0.8,1.9,13,38,49,0.1,668,39,202,329,140,489,566,10,1,1,0,18,9,10,4,22,24
170,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,2000,16,11,1024,11.4,1,1,2,0,3,0,1.5,1.5,0.5,2,22,57,28,0.09,893,73,281,501,113,723,784,12,1.05,2,1,11,8,13,10,21,39
171,Brandon Austin,eng ENG,GK,Tottenham,eng Premier League,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,36,0,0,22,32,0,0,0,0,0,0,0,0,0,1
172,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,1994,18,6,632,7,2,0,2,0,5,1,1.5,1.5,1,2.5,12,18,46,0,306,5,25,129,157,158,224,31,4.41,3,0,7,3,4,2,9,6
173,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,1997,20,2,263,2.9,1,0,1,0,0,0,2,2,0.1,2.1,5,5,13,0,118,3,11,53,55,42,65,8,2.73,1,0,4,2,1,0,4,4
174,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,2003,23,15,1359,15.1,0,0,0,0,3,0,1.4,1.4,2,3.4,20,51,52,0,857,41,198,432,240,536,672,46,3.04,4,0,43,22,17,15,58,18
175,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,1997,17,4,403,4.5,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,4,22,0,140,5,15,74,51,77,103,2,0.45,1,0,2,2,5,4,6,6
176,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,1989,17,10,973,10.8,4,1,5,0,2,0,2.9,2.9,0,3,3,13,24,0.09,264,14,35,144,91,129,168,9,0.83,1,0,10,7,8,2,12,14
177,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,1991,1,0,21,0.2,0,0,0,0,1,0,0.5,0.5,0,0.5,0,0,1,0,12,0,0,7,5,8,10,1,4.29,0,0,1,0,0,0,1,0
178,Jordan Ayew,gh GHA,"FW,MF",Leicester City,eng Premier League,1991,23,15,1298,14.4,4,0,4,1,5,0,2.8,2,0.8,2.8,36,28,66,0,628,18,88,321,240,303,422,28,1.94,1,0,22,12,14,12,34,16
179,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,2001,15,8,817,9.1,3,0,3,2,2,0,2.2,0.6,1,1.6,9,46,17,0,647,27,140,355,157,459,532,21,2.31,0,0,19,12,17,9,28,15
180,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,2001,1,0,24,0.3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,9,0,2,4,3,3,4,0,0,0,0,1,1,0,0,1,0
181,Adam Aznou,ma MAR,"DF,MF",Valladolid,es La Liga,2006,3,2,168,1.9,0,0,0,0,1,0,0.1,0.1,0,0.1,4,8,13,0,117,7,27,60,33,60,83,4,2.14,0,0,5,4,1,4,9,4
182,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,2006,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,18,1,1,7,11,13,17,0,0,0,0,0,0,0,0,0,1
183,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,1989,8,7,570,6.3,0,0,0,0,0,0,0.2,0.2,0,0.2,8,45,8,0,498,26,153,269,77,394,451,4,0.63,1,0,14,6,3,2,16,19
184,Paulo Azzi,br BRA,DF,Cagliari,it Serie A,1994,6,5,426,4.7,0,0,0,0,2,0,0.5,0.5,0.9,1.4,15,13,26,0,242,19,66,97,84,126,180,15,3.17,0,0,11,9,5,5,16,11
185,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,4,0,3,4,1,11.25,0,0,0,0,0,2,2,0
186,Papa Ba,es ESP,MF,Girona,es La Liga,2004,1,0,48,0.5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,20,1,5,10,5,5,13,2,3.75,0,0,1,1,1,0,1,1
187,Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,2000,23,8,891,9.9,4,2,6,0,1,0,2.9,2.9,1.5,4.5,27,17,94,0.2,333,4,39,112,194,155,226,27,2.72,4,2,20,12,12,2,22,4
188,Jacopo Bacci,it ITA,MF,Empoli,it Serie A,2005,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,3,5,0,4,6,0,0,0,0,1,0,0,1,2,0
189,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,de Bundesliga,2002,5,0,91,1,0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,1,5,0,43,0,2,18,25,11,20,3,2.93,0,0,1,1,2,0,1,0
190,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,2000,21,20,1821,20.2,1,1,2,0,5,0,0.5,0.5,0.6,1.1,6,37,3,0.05,1484,192,886,566,42,1082,1271,15,0.74,1,2,39,23,16,21,60,98
191,Milan Badelj,hr CRO,MF,Genoa,it Serie A,1989,20,18,1294,14.4,1,0,1,0,1,0,1,1,1.1,2.1,7,76,12,0,880,56,233,535,118,587,726,23,1.6,1,0,24,12,17,17,41,41
192,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,2001,4,2,249,2.8,0,0,0,0,0,0,0,0,0,0,3,16,2,0,245,16,99,136,11,200,223,0,0,0,1,6,4,2,6,12,6
193,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,2001,23,22,1908,21.2,6,7,13,0,8,0,5.5,4.8,8.1,12.9,63,141,114,0.33,1165,16,161,477,555,632,952,127,5.99,17,2,21,10,26,18,39,14
194,Juma Bah,sl SLE,DF,Valladolid,es La Liga,2006,12,10,864,9.6,0,0,0,0,1,0,0.3,0.3,0,0.3,0,13,1,0,523,85,321,194,10,330,407,2,0.21,0,0,10,7,15,12,22,60
195,Juma Bah,sl SLE,"DF,MF",Lens,fr Ligue 1,2006,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,6,9,0,12,13,1,5.29,0,0,0,0,1,0,0,1
196,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,1997,22,13,1093,12.1,1,2,3,0,3,0,1.6,1.6,1.5,3.2,56,34,115,0.16,523,17,74,153,306,264,374,38,3.13,4,0,6,4,6,3,9,12
197,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,1994,10,7,580,6.4,0,0,0,0,2,0,0.3,0.3,0,0.3,1,18,0,0,370,49,179,179,13,262,300,2,0.31,0,0,11,3,11,6,17,26
198,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,1999,21,7,647,7.2,1,1,2,0,1,0,2.2,2.2,1.2,3.4,10,14,27,0.14,218,7,17,96,106,96,156,16,2.22,1,0,3,2,6,2,5,6
199,Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,es La Liga,2004,5,3,318,3.5,1,0,1,0,0,0,0.2,0.2,0.1,0.3,3,11,3,0,178,12,43,100,36,82,120,6,1.7,0,0,11,6,11,6,17,11
200,Cédric Bakambu,cd COD,FW,Betis,es La Liga,1991,16,5,515,5.7,1,2,3,0,4,0,2.2,2.2,0.6,2.8,4,9,33,0.35,151,5,10,60,81,54,85,9,1.57,1,0,3,2,7,0,3,4
201,Mitchel Bakker,nl NED,MF,Atalanta,it Serie A,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,2,5,3,7,9,0,0,0,0,1,0,0,0,1,0
202,Mitchel Bakker,nl NED,"DF,FW",Lille,fr Ligue 1,2000,16,8,723,8,2,2,4,0,2,1,2.5,2.5,2.3,4.8,30,34,83,0.25,531,10,83,214,238,348,440,28,3.42,2,0,21,13,7,10,31,12
203,Darryl Bakola,fr FRA,DF,Marseille,fr Ligue 1,2007,1,0,12,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,3,5,3,9,10,0,0,0,0,1,1,0,0,1,0
204,Ridle Baku,de GER,"FW,MF",Wolfsburg,de Bundesliga,1998,15,14,1170,13,2,1,3,0,2,0,1.5,1.5,1.3,2.7,16,44,78,0.08,646,15,112,307,234,381,514,31,2.38,4,0,23,15,22,15,38,15
205,Ridle Baku,de GER,DF,RB Leipzig,de Bundesliga,1998,9,7,623,6.9,0,0,0,0,0,0,0.6,0.6,0.1,0.6,10,15,46,0,402,21,98,168,140,238,326,12,1.73,3,0,9,8,10,2,11,31
206,Dilane Bakwa,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,2002,21,20,1744,19.4,3,6,9,0,3,0,3.7,3.7,4.6,8.3,74,85,168,0.31,937,15,121,400,433,522,724,72,3.72,10,0,20,11,15,9,29,24
207,Tommaso Baldanzi,it ITA,"MF,FW",Roma,it Serie A,2003,20,3,592,6.6,1,1,2,0,1,0,1.2,1.2,0.3,1.5,27,14,40,0.15,346,4,31,132,191,220,264,27,4.1,4,0,12,4,3,4,16,6
208,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,2003,23,21,1789,19.9,0,3,3,0,1,0,0.4,0.4,2.6,3,86,74,199,0.15,1329,33,248,658,446,989,1137,66,3.32,11,0,12,7,17,5,17,22
209,Keita Baldé,sn SEN,"FW,MF",Monza,it Serie A,1995,3,1,110,1.2,0,0,0,0,0,0,0.2,0.2,0,0.2,2,4,8,0,62,0,1,42,20,47,51,5,4.09,0,0,1,1,0,1,2,0
210,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,2004,23,21,1777,19.7,2,1,3,0,7,1,2.4,2.4,0.9,3.4,32,89,22,0.05,1056,52,244,618,227,694,796,51,2.58,3,1,54,29,29,36,90,24
211,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,1999,20,20,1714,19,0,0,0,0,7,1,0.5,0.5,0.7,1.2,8,83,3,0,2232,164,840,1348,58,1930,2046,22,1.16,2,4,38,26,24,28,66,54
212,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,1992,18,7,764,8.5,0,0,0,0,2,0,0,0,0.4,0.4,7,27,14,0,450,29,159,203,93,285,384,11,1.3,1,0,10,8,8,7,17,22
213,Fodé Ballo-Touré,sn SEN,DF,Le Havre,fr Ligue 1,1997,3,3,191,2.1,0,0,0,0,0,0,0,0,0,0,8,5,8,0,133,6,31,73,31,88,106,1,0.47,1,0,1,1,2,1,2,9
214,Botond Balogh,hu HUN,DF,Parma,it Serie A,2002,23,21,1778,19.8,0,1,1,0,4,0,0.2,0.2,0.1,0.3,7,31,1,0.05,1099,234,670,412,21,779,867,8,0.4,2,2,26,9,31,22,48,128
215,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,2001,7,6,469,5.2,3,0,3,0,0,0,3.8,3.8,0.9,4.7,13,9,57,0,157,0,3,60,95,64,94,16,3.07,2,0,0,0,0,0,0,0
216,Mario Balotelli,it ITA,"FW,MF",Genoa,it Serie A,1990,6,0,62,0.7,0,0,0,0,2,0,0,0,0,0,0,1,5,0,23,1,4,7,12,4,15,0,0,0,0,0,0,0,0,0,1
217,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,1990,13,10,970,10.8,0,0,0,0,2,0,0,0,0.3,0.3,1,11,3,0,500,58,260,220,21,351,399,8,0.74,0,0,15,7,9,12,27,52
218,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,es La Liga,1996,12,10,811,9,0,1,1,0,1,0,0.8,0.8,1.8,2.6,31,30,71,0.11,468,7,74,235,170,287,364,28,3.11,4,0,12,7,6,5,17,6
219,Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,22,1,8,12,2,16,19,0,0,0,0,0,0,2,0,0,1
220,Samuel Bamba,de GER,"FW,DF",Bochum,de Bundesliga,2004,4,0,14,0.2,0,0,0,0,0,0,0.1,0.1,0,0.1,2,1,6,0,21,0,0,10,12,12,15,1,6.43,0,0,0,0,0,0,0,0
221,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,2001,10,6,500,5.6,0,1,1,0,1,0,0.7,0.7,0.9,1.6,20,5,36,0.18,196,4,34,75,93,98,125,18,3.24,1,0,5,4,6,1,6,6
222,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,2000,11,4,407,4.5,0,0,0,0,1,0,0,0,0.1,0.2,1,25,4,0,266,12,75,171,24,194,235,6,1.33,0,0,4,0,2,6,10,8
223,Mattia Bani,it ITA,DF,Genoa,it Serie A,1993,17,17,1333,14.8,0,0,0,0,3,0,0.7,0.7,0.2,0.8,6,23,3,0,924,160,602,308,19,678,778,7,0.47,2,2,18,9,9,19,37,77
224,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,2006,6,2,264,2.9,0,0,0,0,1,0,0.1,0.1,0,0.1,2,8,3,0,221,20,87,123,14,153,165,1,0.34,0,0,11,5,4,5,16,24
225,Scott Banks,sct SCO,"FW,MF",St. Pauli,de Bundesliga,2001,11,0,101,1.1,0,0,0,0,1,0,0.3,0.3,0,0.3,3,1,8,0,45,2,11,11,24,18,30,3,2.7,1,0,1,1,0,2,3,2
226,Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,2007,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,1994,1,1,54,0.6,0,0,0,0,0,0,0.1,0.1,0.3,0.4,2,2,5,0,25,1,2,11,12,17,20,3,5,0,0,2,0,1,0,2,0
228,Federico Barba,it ITA,DF,Como,it Serie A,1993,7,5,431,4.8,0,0,0,0,0,0,0.2,0.2,0,0.2,5,25,5,0,320,33,155,144,21,258,292,3,0.63,0,0,2,2,2,4,6,15
229,Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,2004,7,3,288,3.2,0,0,0,0,0,0,0.3,0.3,0.6,0.9,4,13,13,0,236,4,45,92,100,139,191,10,3.12,0,0,15,9,0,2,17,5
230,Valentín Barco,ar ARG,DF,Strasbourg,fr Ligue 1,2004,4,4,294,3.3,0,1,1,0,2,0,0,0,0.6,0.6,3,13,30,0.31,235,7,85,97,57,146,191,4,1.22,2,1,10,5,2,1,11,11
231,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,2002,24,21,1614,17.9,12,6,18,0,1,0,11.5,11.5,7.8,19.3,100,63,267,0.33,909,9,60,271,585,526,642,70,3.9,14,0,21,12,20,11,32,8
232,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,2000,16,14,1229,13.7,1,0,1,0,4,1,1.5,1.5,1,2.5,30,52,51,0,868,52,317,393,173,529,700,24,1.76,1,2,41,27,18,17,58,39
233,Nicolò Barella,it ITA,MF,Inter,it Serie A,1997,24,23,1839,20.4,3,5,8,0,3,0,1.9,1.9,3.5,5.4,48,166,93,0.24,1526,32,241,842,461,1095,1336,86,4.16,13,1,35,21,17,10,45,11
234,Gabriel Bares,ch SUI,"MF,DF",Montpellier,fr Ligue 1,2000,6,0,56,0.6,0,0,0,0,0,0,0,0,0,0,1,3,0,0,49,3,10,32,8,34,40,0,0,0,0,2,2,0,1,3,3
